sku_id,week_start,units_sold,forecast_naive
SKU00153,2025-08-04,56,61.0
SKU00153,2025-08-11,47,57.0
SKU00153,2025-08-18,39,41.0
SKU00153,2025-08-25,72,68.0
SKU00153,2025-09-01,37,65.0
SKU00153,2025-09-08,68,31.0
SKU00153,2025-09-15,95,24.0
SKU00153,2025-09-22,61,55.0
SKU00153,2025-09-29,41,94.0
SKU00153,2025-10-06,59,60.0
SKU00153,2025-10-13,51,58.0
SKU00153,2025-10-20,66,46.0
SKU00153,2025-10-27,60,60.0
SKU00153,2025-11-03,60,76.0
SKU00153,2025-11-10,47,85.0
SKU00153,2025-11-17,68,120.0
SKU00153,2025-11-24,92,79.0
SKU00153,2025-12-01,105,72.0
SKU00153,2025-12-08,72,128.0
SKU00153,2025-12-15,93,63.0
SKU00153,2025-12-22,92,97.0
SKU00153,2025-12-29,33,37.0
SKU00154,2024-01-01,70,
SKU00154,2024-01-08,38,
SKU00154,2024-01-15,46,
SKU00154,2024-01-22,67,
SKU00154,2024-01-29,68,
SKU00154,2024-02-05,48,
SKU00154,2024-02-12,36,
SKU00154,2024-02-19,33,
SKU00154,2024-02-26,52,
SKU00154,2024-03-04,80,
SKU00154,2024-03-11,94,
SKU00154,2024-03-18,72,
SKU00154,2024-03-25,19,
SKU00154,2024-04-01,33,
SKU00154,2024-04-08,41,
SKU00154,2024-04-15,60,
SKU00154,2024-04-22,37,
SKU00154,2024-04-29,64,
SKU00154,2024-05-06,68,
SKU00154,2024-05-13,68,
SKU00154,2024-05-20,51,
SKU00154,2024-05-27,69,
SKU00154,2024-06-03,38,
SKU00154,2024-06-10,89,
SKU00154,2024-06-17,47,
SKU00154,2024-06-24,47,
SKU00154,2024-07-01,52,
SKU00154,2024-07-08,103,
SKU00154,2024-07-15,51,
SKU00154,2024-07-22,60,
SKU00154,2024-07-29,82,
SKU00154,2024-08-05,70,
SKU00154,2024-08-12,53,
SKU00154,2024-08-19,32,
SKU00154,2024-08-26,41,
SKU00154,2024-09-02,69,
SKU00154,2024-09-09,35,
SKU00154,2024-09-16,72,
SKU00154,2024-09-23,72,
SKU00154,2024-09-30,46,
SKU00154,2024-10-07,49,
SKU00154,2024-10-14,16,
SKU00154,2024-10-21,46,
SKU00154,2024-10-28,68,
SKU00154,2024-11-04,96,
SKU00154,2024-11-11,74,
SKU00154,2024-11-18,68,
SKU00154,2024-11-25,48,
SKU00154,2024-12-02,72,
SKU00154,2024-12-09,93,
SKU00154,2024-12-16,115,
SKU00154,2024-12-23,70,
SKU00154,2024-12-30,67,70.0
SKU00154,2025-01-06,44,38.0
SKU00154,2025-01-13,30,46.0
SKU00154,2025-01-20,74,67.0
SKU00154,2025-01-27,39,68.0
SKU00154,2025-02-03,13,48.0
SKU00154,2025-02-10,63,36.0
SKU00154,2025-02-17,52,33.0
SKU00154,2025-02-24,54,52.0
SKU00154,2025-03-03,57,80.0
SKU00154,2025-03-10,43,94.0
SKU00154,2025-03-17,58,72.0
SKU00154,2025-03-24,57,19.0
SKU00154,2025-03-31,61,33.0
SKU00154,2025-04-07,83,41.0
SKU00154,2025-04-14,54,60.0
SKU00154,2025-04-21,38,37.0
SKU00154,2025-04-28,31,64.0
SKU00154,2025-05-05,36,68.0
SKU00154,2025-05-12,39,68.0
SKU00154,2025-05-19,44,51.0
SKU00154,2025-05-26,68,69.0
SKU00154,2025-06-02,61,38.0
SKU00154,2025-06-09,66,89.0
SKU00154,2025-06-16,79,47.0
SKU00154,2025-06-23,67,47.0
SKU00154,2025-06-30,61,52.0
SKU00154,2025-07-07,40,103.0
SKU00154,2025-07-14,93,51.0
SKU00154,2025-07-21,52,60.0
SKU00154,2025-07-28,50,82.0
SKU00154,2025-08-04,60,70.0
SKU00154,2025-08-11,46,53.0
SKU00154,2025-08-18,44,32.0
SKU00154,2025-08-25,37,41.0
SKU00154,2025-09-01,112,69.0
SKU00154,2025-09-08,68,35.0
SKU00154,2025-09-15,42,72.0
SKU00154,2025-09-22,38,72.0
SKU00154,2025-09-29,66,46.0
SKU00154,2025-10-06,72,49.0
SKU00154,2025-10-13,79,16.0
SKU00154,2025-10-20,61,46.0
SKU00154,2025-10-27,107,68.0
SKU00154,2025-11-03,91,96.0
SKU00154,2025-11-10,113,74.0
SKU00154,2025-11-17,66,68.0
SKU00154,2025-11-24,65,48.0
SKU00154,2025-12-01,98,72.0
SKU00154,2025-12-08,64,93.0
SKU00154,2025-12-15,141,115.0
SKU00154,2025-12-22,71,70.0
SKU00154,2025-12-29,38,67.0
SKU00155,2024-01-01,52,
SKU00155,2024-01-08,39,
SKU00155,2024-01-15,43,
SKU00155,2024-01-22,43,
SKU00155,2024-01-29,40,
SKU00155,2024-02-05,54,
SKU00155,2024-02-12,34,
SKU00155,2024-02-19,32,
SKU00155,2024-02-26,57,
SKU00155,2024-03-04,38,
SKU00155,2024-03-11,65,
SKU00155,2024-03-18,55,
SKU00155,2024-03-25,65,
SKU00155,2024-04-01,56,
SKU00155,2024-04-08,46,
SKU00155,2024-04-15,77,
SKU00155,2024-04-22,59,
SKU00155,2024-04-29,36,
SKU00155,2024-05-06,41,
SKU00155,2024-05-13,35,
SKU00155,2024-05-20,84,
SKU00155,2024-05-27,56,
SKU00155,2024-06-03,51,
SKU00155,2024-06-10,38,
SKU00155,2024-06-17,49,
SKU00155,2024-06-24,64,
SKU00155,2024-07-01,49,
SKU00155,2024-07-08,70,
SKU00155,2024-07-15,65,
SKU00155,2024-07-22,58,
SKU00155,2024-07-29,64,
SKU00155,2024-08-05,76,
SKU00155,2024-08-12,59,
SKU00155,2024-08-19,57,
SKU00155,2024-08-26,33,
SKU00155,2024-09-02,59,
SKU00155,2024-09-09,26,
SKU00155,2024-09-16,36,
SKU00155,2024-09-23,68,
SKU00155,2024-09-30,47,
SKU00155,2024-10-07,43,
SKU00155,2024-10-14,38,
SKU00155,2024-10-21,65,
SKU00155,2024-10-28,56,
SKU00155,2024-11-04,46,
SKU00155,2024-11-11,83,
SKU00155,2024-11-18,126,
SKU00155,2024-11-25,119,
SKU00155,2024-12-02,58,
SKU00155,2024-12-09,63,
SKU00155,2024-12-16,70,
SKU00155,2024-12-23,89,
SKU00155,2024-12-30,59,52.0
SKU00155,2025-01-06,22,39.0
SKU00155,2025-01-13,59,43.0
SKU00155,2025-01-20,28,43.0
SKU00155,2025-01-27,43,40.0
SKU00155,2025-02-03,41,54.0
SKU00155,2025-02-10,38,34.0
SKU00155,2025-02-17,57,32.0
SKU00155,2025-02-24,26,57.0
SKU00155,2025-03-03,53,38.0
SKU00155,2025-03-10,32,65.0
SKU00155,2025-03-17,44,55.0
SKU00155,2025-03-24,70,65.0
SKU00155,2025-03-31,35,56.0
SKU00155,2025-04-07,52,46.0
SKU00155,2025-04-14,30,77.0
SKU00155,2025-04-21,49,59.0
SKU00155,2025-04-28,93,36.0
SKU00155,2025-05-05,53,41.0
SKU00155,2025-05-12,38,35.0
SKU00155,2025-05-19,74,84.0
SKU00155,2025-05-26,54,56.0
SKU00155,2025-06-02,41,51.0
SKU00155,2025-06-09,60,38.0
SKU00155,2025-06-16,31,49.0
SKU00155,2025-06-23,66,64.0
SKU00155,2025-06-30,79,49.0
SKU00155,2025-07-07,40,70.0
SKU00155,2025-07-14,34,65.0
SKU00155,2025-07-21,36,58.0
SKU00155,2025-07-28,51,64.0
SKU00155,2025-08-04,56,76.0
SKU00155,2025-08-11,85,59.0
SKU00155,2025-08-18,56,57.0
SKU00155,2025-08-25,51,33.0
SKU00155,2025-09-01,68,59.0
SKU00155,2025-09-08,47,26.0
SKU00155,2025-09-15,53,36.0
SKU00155,2025-09-22,67,68.0
SKU00155,2025-09-29,31,47.0
SKU00155,2025-10-06,48,43.0
SKU00155,2025-10-13,80,38.0
SKU00155,2025-10-20,54,65.0
SKU00155,2025-10-27,37,56.0
SKU00155,2025-11-03,129,46.0
SKU00155,2025-11-10,118,83.0
SKU00155,2025-11-17,56,126.0
SKU00155,2025-11-24,88,119.0
SKU00155,2025-12-01,53,58.0
SKU00155,2025-12-08,93,63.0
SKU00155,2025-12-15,87,70.0
SKU00155,2025-12-22,93,89.0
SKU00155,2025-12-29,18,59.0
SKU00156,2024-01-01,52,
SKU00156,2024-01-08,55,
SKU00156,2024-01-15,55,
SKU00156,2024-01-22,44,
SKU00156,2024-01-29,39,
SKU00156,2024-02-05,61,
SKU00156,2024-02-12,31,
SKU00156,2024-02-19,21,
SKU00156,2024-02-26,59,
SKU00156,2024-03-04,33,
SKU00156,2024-03-11,67,
SKU00156,2024-03-18,63,
SKU00156,2024-03-25,54,
SKU00156,2024-04-01,22,
SKU00156,2024-04-08,75,
SKU00156,2024-04-15,36,
SKU00156,2024-04-22,66,
SKU00156,2024-04-29,60,
SKU00156,2024-05-06,51,
SKU00156,2024-05-13,52,
SKU00156,2024-05-20,59,
SKU00156,2024-05-27,27,
SKU00156,2024-06-03,102,
SKU00156,2024-06-10,49,
SKU00156,2024-06-17,46,
SKU00156,2024-06-24,56,
SKU00156,2024-07-01,38,
SKU00156,2024-07-08,40,
SKU00156,2024-07-15,48,
SKU00156,2024-07-22,68,
SKU00156,2024-07-29,60,
SKU00156,2024-08-05,65,
SKU00156,2024-08-12,46,
SKU00156,2024-08-19,70,
SKU00156,2024-08-26,50,
SKU00156,2024-09-02,32,
SKU00156,2024-09-09,77,
SKU00156,2024-09-16,45,
SKU00156,2024-09-23,87,
SKU00156,2024-09-30,34,
SKU00156,2024-10-07,41,
SKU00156,2024-10-14,68,
SKU00156,2024-10-21,43,
SKU00156,2024-10-28,50,
SKU00156,2024-11-04,58,
SKU00156,2024-11-11,80,
SKU00156,2024-11-18,84,
SKU00156,2024-11-25,81,
SKU00156,2024-12-02,82,
SKU00156,2024-12-09,131,
SKU00156,2024-12-16,99,
SKU00156,2024-12-23,104,
SKU00156,2024-12-30,38,52.0
SKU00156,2025-01-06,47,55.0
SKU00156,2025-01-13,39,55.0
SKU00156,2025-01-20,35,44.0
SKU00156,2025-01-27,31,39.0
SKU00156,2025-02-03,46,61.0
SKU00156,2025-02-10,42,31.0
SKU00156,2025-02-17,26,21.0
SKU00156,2025-02-24,57,59.0
SKU00156,2025-03-03,50,33.0
SKU00156,2025-03-10,64,67.0
SKU00156,2025-03-17,59,63.0
SKU00156,2025-03-24,26,54.0
SKU00156,2025-03-31,55,22.0
SKU00156,2025-04-07,53,75.0
SKU00156,2025-04-14,52,36.0
SKU00156,2025-04-21,79,66.0
SKU00156,2025-04-28,66,60.0
SKU00156,2025-05-05,58,51.0
SKU00156,2025-05-12,52,52.0
SKU00156,2025-05-19,77,59.0
SKU00156,2025-05-26,64,27.0
SKU00156,2025-06-02,65,102.0
SKU00156,2025-06-09,76,49.0
SKU00156,2025-06-16,37,46.0
SKU00156,2025-06-23,69,56.0
SKU00156,2025-06-30,52,38.0
SKU00156,2025-07-07,47,40.0
SKU00156,2025-07-14,72,48.0
SKU00156,2025-07-21,83,68.0
SKU00156,2025-07-28,62,60.0
SKU00156,2025-08-04,64,65.0
SKU00156,2025-08-11,69,46.0
SKU00156,2025-08-18,69,70.0
SKU00156,2025-08-25,60,50.0
SKU00156,2025-09-01,71,32.0
SKU00156,2025-09-08,38,77.0
SKU00156,2025-09-15,59,45.0
SKU00156,2025-09-22,23,87.0
SKU00156,2025-09-29,85,34.0
SKU00156,2025-10-06,56,41.0
SKU00156,2025-10-13,76,68.0
SKU00156,2025-10-20,75,43.0
SKU00156,2025-10-27,48,50.0
SKU00156,2025-11-03,88,58.0
SKU00156,2025-11-10,92,80.0
SKU00156,2025-11-17,86,84.0
SKU00156,2025-11-24,80,81.0
SKU00156,2025-12-01,101,82.0
SKU00156,2025-12-08,95,131.0
SKU00156,2025-12-15,121,99.0
SKU00156,2025-12-22,106,104.0
SKU00156,2025-12-29,38,38.0
SKU00157,2024-01-01,29,
SKU00157,2024-01-08,33,
SKU00157,2024-01-15,19,
SKU00157,2024-01-22,59,
SKU00157,2024-01-29,67,
SKU00157,2024-02-05,38,
SKU00157,2024-02-12,38,
SKU00157,2024-02-19,38,
SKU00157,2024-02-26,35,
SKU00157,2024-03-04,87,
SKU00157,2024-03-11,42,
SKU00157,2024-03-18,24,
SKU00157,2024-03-25,49,
SKU00157,2024-04-01,51,
SKU00157,2024-04-08,47,
SKU00157,2024-04-15,29,
SKU00157,2024-04-22,58,
SKU00157,2024-04-29,52,
SKU00157,2024-05-06,51,
SKU00157,2024-05-13,55,
SKU00157,2024-05-20,39,
SKU00157,2024-05-27,77,
SKU00157,2024-06-03,33,
SKU00157,2024-06-10,53,
SKU00157,2024-06-17,51,
SKU00157,2024-06-24,46,
SKU00157,2024-07-01,40,
SKU00157,2024-07-08,54,
SKU00157,2024-07-15,57,
SKU00157,2024-07-22,60,
SKU00157,2024-07-29,59,
SKU00157,2024-08-05,40,
SKU00157,2024-08-12,54,
SKU00157,2024-08-19,81,
SKU00157,2024-08-26,66,
SKU00157,2024-09-02,47,
SKU00157,2024-09-09,39,
SKU00157,2024-09-16,42,
SKU00157,2024-09-23,46,
SKU00157,2024-09-30,58,
SKU00157,2024-10-07,58,
SKU00157,2024-10-14,39,
SKU00157,2024-10-21,61,
SKU00157,2024-10-28,88,
SKU00157,2024-11-04,85,
SKU00157,2024-11-11,95,
SKU00157,2024-11-18,91,
SKU00157,2024-11-25,66,
SKU00157,2024-12-02,77,
SKU00157,2024-12-09,72,
SKU00157,2024-12-16,85,
SKU00157,2024-12-23,75,
SKU00157,2024-12-30,50,29.0
SKU00157,2025-01-06,54,33.0
SKU00157,2025-01-13,44,19.0
SKU00157,2025-01-20,50,59.0
SKU00157,2025-01-27,39,67.0
SKU00157,2025-02-03,55,38.0
SKU00157,2025-02-10,45,38.0
SKU00157,2025-02-17,23,38.0
SKU00157,2025-02-24,30,35.0
SKU00157,2025-03-03,63,87.0
SKU00157,2025-03-10,48,42.0
SKU00157,2025-03-17,30,24.0
SKU00157,2025-03-24,49,49.0
SKU00157,2025-03-31,59,51.0
SKU00157,2025-04-07,51,47.0
SKU00157,2025-04-14,89,29.0
SKU00157,2025-04-21,56,58.0
SKU00157,2025-04-28,74,52.0
SKU00157,2025-05-05,46,51.0
SKU00157,2025-05-12,56,55.0
SKU00157,2025-05-19,62,39.0
SKU00157,2025-05-26,51,77.0
SKU00157,2025-06-02,36,33.0
SKU00157,2025-06-09,49,53.0
SKU00157,2025-06-16,75,51.0
SKU00157,2025-06-23,65,46.0
SKU00157,2025-06-30,45,40.0
SKU00157,2025-07-07,55,54.0
SKU00157,2025-07-14,91,57.0
SKU00157,2025-07-21,42,60.0
SKU00157,2025-07-28,43,59.0
SKU00157,2025-08-04,36,40.0
SKU00157,2025-08-11,69,54.0
SKU00157,2025-08-18,55,81.0
SKU00157,2025-08-25,79,66.0
SKU00157,2025-09-01,60,47.0
SKU00157,2025-09-08,34,39.0
SKU00157,2025-09-15,75,42.0
SKU00157,2025-09-22,38,46.0
SKU00157,2025-09-29,88,58.0
SKU00157,2025-10-06,60,58.0
SKU00157,2025-10-13,48,39.0
SKU00157,2025-10-20,47,61.0
SKU00157,2025-10-27,50,88.0
SKU00157,2025-11-03,91,85.0
SKU00157,2025-11-10,67,95.0
SKU00157,2025-11-17,89,91.0
SKU00157,2025-11-24,126,66.0
SKU00157,2025-12-01,53,77.0
SKU00157,2025-12-08,80,72.0
SKU00157,2025-12-15,63,85.0
SKU00157,2025-12-22,90,75.0
SKU00157,2025-12-29,35,50.0
SKU00158,2024-01-01,44,
SKU00158,2024-01-08,45,
SKU00158,2024-01-15,28,
SKU00158,2024-01-22,38,
SKU00158,2024-01-29,34,
SKU00158,2024-02-05,52,
SKU00158,2024-02-12,59,
SKU00158,2024-02-19,53,
SKU00158,2024-02-26,44,
SKU00158,2024-03-04,59,
SKU00158,2024-03-11,61,
SKU00158,2024-03-18,58,
SKU00158,2024-03-25,78,
SKU00158,2024-04-01,54,
SKU00158,2024-04-08,47,
SKU00158,2024-04-15,46,
SKU00158,2024-04-22,67,
SKU00158,2024-04-29,56,
SKU00158,2024-05-06,46,
SKU00158,2024-05-13,48,
SKU00158,2024-05-20,53,
SKU00158,2024-05-27,62,
SKU00158,2024-06-03,36,
SKU00158,2024-06-10,37,
SKU00158,2024-06-17,40,
SKU00158,2024-06-24,51,
SKU00158,2024-07-01,109,
SKU00158,2024-07-08,29,
SKU00158,2024-07-15,73,
SKU00158,2024-07-22,43,
SKU00158,2024-07-29,42,
SKU00158,2024-08-05,62,
SKU00158,2024-08-12,48,
SKU00158,2024-08-19,60,
SKU00158,2024-08-26,53,
SKU00158,2024-09-02,74,
SKU00158,2024-09-09,95,
SKU00158,2024-09-16,50,
SKU00158,2024-09-23,56,
SKU00158,2024-09-30,43,
SKU00158,2024-10-07,55,
SKU00158,2024-10-14,37,
SKU00158,2024-10-21,54,
SKU00158,2024-10-28,77,
SKU00158,2024-11-04,85,
SKU00158,2024-11-11,81,
SKU00158,2024-11-18,89,
SKU00158,2024-11-25,87,
SKU00158,2024-12-02,84,
SKU00158,2024-12-09,76,
SKU00158,2024-12-16,68,
SKU00158,2024-12-23,68,
SKU00158,2024-12-30,46,44.0
SKU00158,2025-01-06,44,45.0
SKU00158,2025-01-13,34,28.0
SKU00158,2025-01-20,29,38.0
SKU00158,2025-01-27,48,34.0
SKU00158,2025-02-03,60,52.0
SKU00158,2025-02-10,46,59.0
SKU00158,2025-02-17,25,53.0
SKU00158,2025-02-24,64,44.0
SKU00158,2025-03-03,41,59.0
SKU00158,2025-03-10,66,61.0
SKU00158,2025-03-17,60,58.0
SKU00158,2025-03-24,63,78.0
SKU00158,2025-03-31,51,54.0
SKU00158,2025-04-07,51,47.0
SKU00158,2025-04-14,61,46.0
SKU00158,2025-04-21,66,67.0
SKU00158,2025-04-28,64,56.0
SKU00158,2025-05-05,41,46.0
SKU00158,2025-05-12,63,48.0
SKU00158,2025-05-19,58,53.0
SKU00158,2025-05-26,34,62.0
SKU00158,2025-06-02,59,36.0
SKU00158,2025-06-09,38,37.0
SKU00158,2025-06-16,22,40.0
SKU00158,2025-06-23,41,51.0
SKU00158,2025-06-30,37,109.0
SKU00158,2025-07-07,38,29.0
SKU00158,2025-07-14,84,73.0
SKU00158,2025-07-21,74,43.0
SKU00158,2025-07-28,47,42.0
SKU00158,2025-08-04,61,62.0
SKU00158,2025-08-11,61,48.0
SKU00158,2025-08-18,38,60.0
SKU00158,2025-08-25,52,53.0
SKU00158,2025-09-01,60,74.0
SKU00158,2025-09-08,53,95.0
SKU00158,2025-09-15,57,50.0
SKU00158,2025-09-22,39,56.0
SKU00158,2025-09-29,53,43.0
SKU00158,2025-10-06,59,55.0
SKU00158,2025-10-13,53,37.0
SKU00158,2025-10-20,39,54.0
SKU00158,2025-10-27,82,77.0
SKU00158,2025-11-03,76,85.0
SKU00158,2025-11-10,108,81.0
SKU00158,2025-11-17,80,89.0
SKU00158,2025-11-24,97,87.0
SKU00158,2025-12-01,80,84.0
SKU00158,2025-12-08,102,76.0
SKU00158,2025-12-15,101,68.0
SKU00158,2025-12-22,80,68.0
SKU00158,2025-12-29,42,46.0
SKU00159,2024-01-01,34,
SKU00159,2024-01-08,18,
SKU00159,2024-01-15,55,
SKU00159,2024-01-22,38,
SKU00159,2024-01-29,21,
SKU00159,2024-02-05,52,
SKU00159,2024-02-12,48,
SKU00159,2024-02-19,49,
SKU00159,2024-02-26,62,
SKU00159,2024-03-04,27,
SKU00159,2024-03-11,57,
SKU00159,2024-03-18,28,
SKU00159,2024-03-25,71,
SKU00159,2024-04-01,68,
SKU00159,2024-04-08,67,
SKU00159,2024-04-15,76,
SKU00159,2024-04-22,44,
SKU00159,2024-04-29,66,
SKU00159,2024-05-06,78,
SKU00159,2024-05-13,38,
SKU00159,2024-05-20,52,
SKU00159,2024-05-27,61,
SKU00159,2024-06-03,62,
SKU00159,2024-06-10,73,
SKU00159,2024-06-17,57,
SKU00159,2024-06-24,62,
SKU00159,2024-07-01,57,
SKU00159,2024-07-08,77,
SKU00159,2024-07-15,46,
SKU00159,2024-07-22,27,
SKU00159,2024-07-29,67,
SKU00159,2024-08-05,44,
SKU00159,2024-08-12,55,
SKU00159,2024-08-19,38,
SKU00159,2024-08-26,63,
SKU00159,2024-09-02,93,
SKU00159,2024-09-09,38,
SKU00159,2024-09-16,57,
SKU00159,2024-09-23,52,
SKU00159,2024-09-30,54,
SKU00159,2024-10-07,37,
SKU00159,2024-10-14,30,
SKU00159,2024-10-21,59,
SKU00159,2024-10-28,34,
SKU00159,2024-11-04,97,
SKU00159,2024-11-11,142,
SKU00159,2024-11-18,93,
SKU00159,2024-11-25,66,
SKU00159,2024-12-02,64,
SKU00159,2024-12-09,76,
SKU00159,2024-12-16,76,
SKU00159,2024-12-23,105,
SKU00159,2024-12-30,60,34.0
SKU00159,2025-01-06,58,18.0
SKU00159,2025-01-13,46,55.0
SKU00159,2025-01-20,54,38.0
SKU00159,2025-01-27,40,21.0
SKU00159,2025-02-03,38,52.0
SKU00159,2025-02-10,44,48.0
SKU00159,2025-02-17,62,49.0
SKU00159,2025-02-24,65,62.0
SKU00159,2025-03-03,56,27.0
SKU00159,2025-03-10,78,57.0
SKU00159,2025-03-17,78,28.0
SKU00159,2025-03-24,84,71.0
SKU00159,2025-03-31,25,68.0
SKU00159,2025-04-07,73,67.0
SKU00159,2025-04-14,86,76.0
SKU00159,2025-04-21,45,44.0
SKU00159,2025-04-28,33,66.0
SKU00159,2025-05-05,55,78.0
SKU00159,2025-05-12,56,38.0
SKU00159,2025-05-19,50,52.0
SKU00159,2025-05-26,76,61.0
SKU00159,2025-06-02,43,62.0
SKU00159,2025-06-09,72,73.0
SKU00159,2025-06-16,35,57.0
SKU00159,2025-06-23,34,62.0
SKU00159,2025-06-30,64,57.0
SKU00159,2025-07-07,61,77.0
SKU00159,2025-07-14,71,46.0
SKU00159,2025-07-21,77,27.0
SKU00159,2025-07-28,58,67.0
SKU00159,2025-08-04,77,44.0
SKU00159,2025-08-11,49,55.0
SKU00159,2025-08-18,36,38.0
SKU00159,2025-08-25,88,63.0
SKU00159,2025-09-01,64,93.0
SKU00159,2025-09-08,38,38.0
SKU00159,2025-09-15,70,57.0
SKU00159,2025-09-22,54,52.0
SKU00159,2025-09-29,77,54.0
SKU00159,2025-10-06,39,37.0
SKU00159,2025-10-13,68,30.0
SKU00159,2025-10-20,38,59.0
SKU00159,2025-10-27,56,34.0
SKU00159,2025-11-03,72,97.0
SKU00159,2025-11-10,88,142.0
SKU00159,2025-11-17,109,93.0
SKU00159,2025-11-24,86,66.0
SKU00159,2025-12-01,87,64.0
SKU00159,2025-12-08,81,76.0
SKU00159,2025-12-15,52,76.0
SKU00159,2025-12-22,101,105.0
SKU00159,2025-12-29,29,60.0
SKU00160,2024-01-01,61,
SKU00160,2024-01-08,40,
SKU00160,2024-01-15,48,
SKU00160,2024-01-22,53,
SKU00160,2024-01-29,73,
SKU00160,2024-02-05,24,
SKU00160,2024-02-12,64,
SKU00160,2024-02-19,29,
SKU00160,2024-02-26,37,
SKU00160,2024-03-04,72,
SKU00160,2024-03-11,67,
SKU00160,2024-03-18,37,
SKU00160,2024-03-25,56,
SKU00160,2024-04-01,38,
SKU00160,2024-04-08,52,
SKU00160,2024-04-15,55,
SKU00160,2024-04-22,60,
SKU00160,2024-04-29,55,
SKU00160,2024-05-06,40,
SKU00160,2024-05-13,98,
SKU00160,2024-05-20,81,
SKU00160,2024-05-27,92,
SKU00160,2024-06-03,47,
SKU00160,2024-06-10,32,
SKU00160,2024-06-17,48,
SKU00160,2024-06-24,67,
SKU00160,2024-07-01,70,
SKU00160,2024-07-08,53,
SKU00160,2024-07-15,26,
SKU00160,2024-07-22,83,
SKU00160,2024-07-29,55,
SKU00160,2024-08-05,65,
SKU00160,2024-08-12,34,
SKU00160,2024-08-19,59,
SKU00160,2024-08-26,45,
SKU00160,2024-09-02,83,
SKU00160,2024-09-09,76,
SKU00160,2024-09-16,35,
SKU00160,2024-09-23,90,
SKU00160,2024-09-30,60,
SKU00160,2024-10-07,47,
SKU00160,2024-10-14,27,
SKU00160,2024-10-21,50,
SKU00160,2024-10-28,71,
SKU00160,2024-11-04,102,
SKU00160,2024-11-11,70,
SKU00160,2024-11-18,45,
SKU00160,2024-11-25,84,
SKU00160,2024-12-02,91,
SKU00160,2024-12-09,74,
SKU00160,2024-12-16,72,
SKU00160,2024-12-23,92,
SKU00160,2024-12-30,50,61.0
SKU00160,2025-01-06,35,40.0
SKU00160,2025-01-13,31,48.0
SKU00160,2025-01-20,69,53.0
SKU00160,2025-01-27,47,73.0
SKU00160,2025-02-03,68,24.0
SKU00160,2025-02-10,24,64.0
SKU00160,2025-02-17,41,29.0
SKU00160,2025-02-24,29,37.0
SKU00160,2025-03-03,38,72.0
SKU00160,2025-03-10,32,67.0
SKU00160,2025-03-17,31,37.0
SKU00160,2025-03-24,62,56.0
SKU00160,2025-03-31,61,38.0
SKU00160,2025-04-07,58,52.0
SKU00160,2025-04-14,67,55.0
SKU00160,2025-04-21,57,60.0
SKU00160,2025-04-28,45,55.0
SKU00160,2025-05-05,47,40.0
SKU00160,2025-05-12,73,98.0
SKU00160,2025-05-19,46,81.0
SKU00160,2025-05-26,46,92.0
SKU00160,2025-06-02,30,47.0
SKU00160,2025-06-09,68,32.0
SKU00160,2025-06-16,46,48.0
SKU00160,2025-06-23,50,67.0
SKU00160,2025-06-30,62,70.0
SKU00160,2025-07-07,71,53.0
SKU00160,2025-07-14,59,26.0
SKU00160,2025-07-21,45,83.0
SKU00160,2025-07-28,31,55.0
SKU00160,2025-08-04,73,65.0
SKU00160,2025-08-11,32,34.0
SKU00160,2025-08-18,61,59.0
SKU00160,2025-08-25,61,45.0
SKU00160,2025-09-01,35,83.0
SKU00160,2025-09-08,71,76.0
SKU00160,2025-09-15,57,35.0
SKU00160,2025-09-22,60,90.0
SKU00160,2025-09-29,47,60.0
SKU00160,2025-10-06,47,47.0
SKU00160,2025-10-13,32,27.0
SKU00160,2025-10-20,47,50.0
SKU00160,2025-10-27,78,71.0
SKU00160,2025-11-03,57,102.0
SKU00160,2025-11-10,87,70.0
SKU00160,2025-11-17,64,45.0
SKU00160,2025-11-24,80,84.0
SKU00160,2025-12-01,88,91.0
SKU00160,2025-12-08,43,74.0
SKU00160,2025-12-15,79,72.0
SKU00160,2025-12-22,143,92.0
SKU00160,2025-12-29,31,50.0
SKU00161,2024-01-01,45,
SKU00161,2024-01-08,54,
SKU00161,2024-01-15,92,
SKU00161,2024-01-22,30,
SKU00161,2024-01-29,39,
SKU00161,2024-02-05,48,
SKU00161,2024-02-12,49,
SKU00161,2024-02-19,56,
SKU00161,2024-02-26,78,
SKU00161,2024-03-04,33,
SKU00161,2024-03-11,38,
SKU00161,2024-03-18,41,
SKU00161,2024-03-25,30,
SKU00161,2024-04-01,47,
SKU00161,2024-04-08,74,
SKU00161,2024-04-15,57,
SKU00161,2024-04-22,67,
SKU00161,2024-04-29,48,
SKU00161,2024-05-06,75,
SKU00161,2024-05-13,72,
SKU00161,2024-05-20,63,
SKU00161,2024-05-27,70,
SKU00161,2024-06-03,61,
SKU00161,2024-06-10,63,
SKU00161,2024-06-17,42,
SKU00161,2024-06-24,45,
SKU00161,2024-07-01,56,
SKU00161,2024-07-08,66,
SKU00161,2024-07-15,60,
SKU00161,2024-07-22,58,
SKU00161,2024-07-29,52,
SKU00161,2024-08-05,29,
SKU00161,2024-08-12,35,
SKU00161,2024-08-19,71,
SKU00161,2024-08-26,37,
SKU00161,2024-09-02,41,
SKU00161,2024-09-09,27,
SKU00161,2024-09-16,42,
SKU00161,2024-09-23,60,
SKU00161,2024-09-30,55,
SKU00161,2024-10-07,53,
SKU00161,2024-10-14,48,
SKU00161,2024-10-21,57,
