sku_id,stock_on_hand,reorder_point,safety_stock,n_stores_carrying,last_restock_date,category,subcategory
SKU01216,250,215,75,4,2025-12-26,,
SKU01217,103,47,19,1,2025-12-12,,
SKU01218,156,126,44,2,2025-12-22,,
SKU01220,212,74,22,1,2025-11-18,,
SKU01221,4,77,27,1,2025-11-12,,
SKU01222,328,213,87,3,2025-12-26,,
SKU01223,61,25,12,1,2025-11-18,,
SKU01224,7713,1629,579,23,2025-08-27,,
SKU01225,201,277,104,4,2025-12-20,,
SKU01226,92,47,15,1,2025-11-01,,
SKU01227,165,157,45,3,2025-12-14,,
SKU01228,137,97,29,3,2025-12-26,,
SKU01229,7128,1594,491,28,2025-08-31,,
SKU01230,402,206,77,3,2025-12-14,,
SKU01231,25,20,6,1,2025-12-22,,
SKU01232,20,35,10,1,2025-12-21,,
SKU01234,244,98,34,2,2025-12-09,,
SKU01235,74,83,29,2,2025-12-17,,
SKU01236,232,95,23,2,2025-12-20,,
SKU01237,228,195,84,3,2025-12-19,,
SKU01238,337,152,51,3,2025-12-05,,
SKU01241,207,95,38,2,2025-12-31,,
SKU01242,349,202,64,3,2025-12-13,,
SKU01243,202,85,39,1,2025-11-13,,
SKU01246,174,289,107,5,2025-12-12,,
SKU01247,463,228,83,4,2025-12-27,,
SKU01248,82,88,42,1,2025-12-16,,
SKU01249,44,113,37,2,2025-12-19,,
SKU01250,22,26,7,1,2025-12-28,,
SKU01251,231,222,99,4,2025-12-19,,
SKU01253,177,171,67,3,2025-12-12,,
SKU01254,180,118,33,2,2025-12-21,,
SKU01255,170,150,38,2,2025-12-30,,
SKU01256,4290,1055,385,18,2025-12-25,,
SKU01257,480,290,108,4,2025-12-22,,
SKU01258,145,231,88,4,2025-12-31,,
SKU01259,145,94,30,2,2025-11-12,,
SKU01261,106,56,18,2,2025-12-29,,
SKU01262,370,208,77,3,2025-12-25,,
SKU01263,273,94,41,1,2025-11-12,,
SKU01264,5425,1155,420,20,2025-08-31,,
SKU01265,99,86,21,1,2025-11-19,,
SKU01266,301,277,85,4,2025-12-09,,
SKU01267,326,153,65,2,2025-11-25,,
SKU01268,513,294,99,4,2025-12-31,,
SKU01269,78,69,19,2,2025-12-13,,
SKU01270,445,215,96,4,2025-12-12,,
SKU01271,171,174,49,2,2025-11-29,,
SKU01272,107,134,33,2,2025-11-29,,
SKU01273,186,91,39,1,2025-11-09,,
SKU01274,0,1452,532,23,2025-10-06,,
SKU01275,254,155,58,3,2025-11-23,,
SKU01276,114,177,55,3,2025-11-11,,
SKU01277,221,115,48,2,2025-12-05,,
SKU01278,367,209,81,3,2025-12-27,,
SKU01280,364,245,69,4,2025-12-28,,
SKU01281,133,116,37,2,2025-12-26,,
SKU01282,446,214,51,3,2025-12-12,,
SKU01283,142,84,39,2,2025-12-12,,
SKU01284,81,64,28,1,2025-11-16,,
SKU01286,96,76,17,1,2025-11-10,,
SKU01287,8837,1877,690,30,2025-08-29,,
SKU01288,140,97,42,1,2025-12-07,,
SKU01289,58,22,10,1,2025-11-06,,
SKU01290,365,196,86,3,2025-11-29,,
SKU01292,150,70,19,1,2025-11-02,,
SKU01293,90,79,36,2,2025-11-19,,
SKU01294,44,106,29,2,2025-12-23,,
SKU01295,31,100,44,2,2025-11-26,,
SKU01296,156,112,37,2,2025-12-14,,
SKU01297,81,43,13,2,2025-12-05,,
SKU01298,127,74,22,2,2025-11-15,,
SKU01299,286,122,47,2,2025-11-24,,
SKU01301,168,236,96,3,2025-12-16,,
SKU01302,368,262,92,4,2025-11-27,,
SKU01303,7196,1639,556,30,2025-08-26,,
SKU01305,253,241,107,4,2025-12-29,,
SKU01306,39,55,13,2,2025-12-04,,
SKU01308,8,70,27,1,2025-12-03,,
SKU01309,354,161,62,2,2025-12-15,,
SKU01310,8360,1901,603,29,2025-08-21,,
SKU01311,83,87,32,2,2025-11-24,,
SKU01312,404,160,63,2,2025-12-31,,
SKU01313,287,210,81,4,2025-12-30,,
SKU01314,210,138,56,3,2025-12-19,,
SKU01315,209,119,43,2,2025-12-27,,
SKU01316,331,177,64,3,2025-12-25,,
SKU01317,142,1566,558,24,2025-11-23,,
SKU01318,7148,1639,597,30,2025-08-31,,
SKU01319,203,173,37,2,2025-11-23,,
SKU01320,642,355,126,5,2025-12-29,,
SKU01321,561,347,112,5,2025-12-19,,
SKU01323,476,202,71,4,2025-12-16,,
SKU01324,80,74,29,1,2025-11-21,,
SKU01325,46,103,41,2,2025-12-04,,
SKU01326,233,194,90,2,2025-11-27,,
SKU01327,69,30,12,1,2025-11-24,,
SKU01328,118,77,19,2,2025-12-10,,
SKU01329,158,96,34,2,2025-12-20,,
SKU01330,59,31,7,1,2025-12-30,,
SKU01331,633,258,91,3,2025-12-21,,
SKU01332,158,99,38,3,2025-12-14,,
SKU01333,245,181,53,3,2025-12-20,,
SKU01334,7,92,21,1,2025-12-05,,
SKU01335,132,52,18,1,2025-12-10,,
SKU01336,293,164,65,3,2025-11-12,,
SKU01337,7791,1746,622,30,2025-08-27,,
SKU01338,144,127,33,2,2025-11-14,,
SKU01339,8910,1887,653,28,2025-09-02,,
SKU01340,6594,1446,479,24,2025-08-31,,
SKU01341,390,190,79,3,2025-12-23,,
SKU01342,399,244,62,4,2025-12-24,,
SKU01343,85,128,55,2,2025-12-31,,
SKU01346,111,142,45,4,2025-12-03,,
SKU01347,6574,1451,515,24,2025-09-02,,
SKU01348,44,58,17,1,2025-11-07,,
SKU01349,64,65,30,1,2025-11-16,,
SKU01350,55,23,6,1,2025-12-22,,
SKU01351,537,263,86,4,2025-12-21,,
SKU01352,149,108,32,2,2025-11-24,,
SKU01354,22,96,20,1,2025-11-11,,
SKU01355,363,201,74,3,2025-12-17,,
SKU01356,6931,1502,517,27,2025-12-04,,
SKU01357,295,172,56,2,2025-12-08,,
SKU01358,174,111,49,2,2025-12-24,,
SKU01359,172,167,54,3,2025-12-08,,
SKU01360,610,278,85,3,2025-11-29,,
SKU01361,329,224,55,4,2025-12-28,,
SKU01362,339,158,42,2,2025-11-29,,
SKU01363,19,1026,356,15,2025-12-04,,
SKU01365,144,162,79,2,2025-12-21,,
SKU01366,216,173,56,2,2025-11-16,,
SKU01367,77,80,31,1,2025-11-28,,
SKU01369,141,74,36,1,2025-12-13,,
SKU01370,0,1392,472,23,2025-10-12,,
SKU01371,0,1230,408,22,2025-10-03,,
SKU01372,31,83,40,1,2025-12-25,,
SKU01373,28,36,17,1,2025-12-06,,
SKU01374,99,127,44,3,2025-12-12,,
SKU01375,185,131,59,2,2025-12-14,,
SKU01376,154,83,23,1,2025-11-09,,
SKU01377,43,41,12,1,2025-11-28,,
SKU01378,50,99,23,1,2025-12-11,,
SKU01379,264,99,41,1,2025-11-22,,
SKU01382,259,159,59,2,2025-12-25,,
SKU01383,292,203,66,3,2025-12-27,,
SKU01384,131,84,30,1,2025-12-31,,
SKU01385,67,50,13,1,2025-11-04,,
SKU01386,352,236,85,3,2025-12-03,,
SKU01387,203,150,56,3,2025-12-01,,
SKU01388,10,27,13,1,2025-12-16,,
SKU01389,474,326,99,5,2025-12-16,,
SKU01390,307,152,59,3,2025-12-20,,
SKU01391,14,66,22,1,2025-12-26,,
SKU01392,4808,1114,424,16,2025-08-12,,
SKU01393,257,149,50,2,2025-12-24,,
SKU01394,94,84,29,2,2025-12-16,,
SKU01395,267,218,76,4,2025-12-26,,
SKU01396,8350,1800,642,29,2025-08-29,,
SKU01397,54,33,12,1,2025-11-02,,
SKU01398,175,320,103,4,2025-12-22,,
SKU01399,224,134,36,3,2025-12-24,,
SKU01401,874,367,129,5,2025-12-29,,
SKU01402,584,268,88,3,2025-12-26,,
SKU01403,202,181,63,4,2025-12-13,,
SKU01404,47,47,17,2,2025-12-29,,
SKU01405,550,308,116,7,2025-12-30,,
SKU01406,122,138,42,2,2025-12-20,,
SKU01407,7961,1735,631,28,2025-08-24,,
SKU01411,116,69,20,2,2025-11-14,,
SKU01412,158,93,21,1,2025-11-14,,
SKU01413,4195,856,298,15,2025-09-02,,
SKU01414,0,1467,501,24,2025-10-10,,
SKU01415,361,250,79,3,2025-12-23,,
SKU01416,213,175,56,3,2025-12-05,,
SKU01417,101,34,8,1,2025-11-27,,
SKU01418,95,96,29,2,2025-11-22,,
SKU01419,94,58,14,1,2025-11-10,,
SKU01420,0,1291,471,20,2025-10-11,,
SKU01421,23,27,9,1,2025-11-26,,
SKU01422,167,217,76,3,2025-12-27,,
SKU01423,8702,1858,663,30,2025-08-28,,
SKU01424,6,50,12,1,2025-11-25,,
SKU01425,347,263,102,4,2025-12-06,,
SKU01427,22,75,36,1,2025-12-14,,
SKU01428,7485,1615,579,27,2025-08-31,,
SKU01429,339,187,52,4,2025-11-26,,
SKU01430,238,112,39,3,2025-11-17,,
SKU01431,171,81,32,1,2025-11-14,,
SKU01433,8401,1892,627,30,2025-08-29,,
SKU01434,397,247,72,3,2025-12-27,,
SKU01436,77,56,17,1,2025-12-27,,
SKU01437,370,212,85,4,2025-12-26,,
SKU01438,0,1033,337,17,2025-10-09,,
SKU01439,156,71,24,2,2025-12-13,,
SKU01440,81,76,26,2,2025-12-10,,
SKU01441,6621,1454,505,23,2025-09-01,,
SKU01442,94,90,25,2,2025-11-23,,
SKU01443,155,79,29,1,2025-11-14,,
SKU01444,415,204,75,4,2025-12-02,,
SKU01445,325,161,58,2,2025-12-29,,
SKU01446,143,212,61,3,2025-12-24,,
SKU01450,91,123,50,3,2025-12-06,,
SKU01451,271,161,51,3,2025-11-26,,
SKU01452,115,72,27,2,2025-12-10,,
SKU01453,355,151,65,4,2025-12-03,,
SKU01454,136,104,35,3,2025-12-26,,
SKU01455,423,382,110,5,2025-12-31,,
SKU01456,404,302,94,6,2025-12-28,,
SKU01457,5091,1193,429,21,2025-08-31,,
SKU01458,212,85,39,1,2025-12-05,,
SKU01459,337,187,60,3,2025-12-14,,
SKU01460,571,220,62,3,2025-12-28,,
SKU01461,123,139,55,2,2025-11-24,,
SKU01462,168,85,35,1,2025-11-24,,
SKU01463,151,54,27,1,2025-11-30,,
SKU01464,52,55,19,1,2025-11-28,,
SKU01465,233,128,49,2,2025-11-29,,
SKU01466,0,1683,629,25,2025-10-10,,
SKU01467,205,117,49,2,2025-12-16,,
SKU01468,490,334,125,4,2025-12-21,,
SKU01469,380,190,80,3,2025-12-09,,
SKU01470,274,134,47,2,2025-12-09,,
SKU01471,373,155,46,2,2025-11-24,,
SKU01472,611,277,104,4,2025-12-30,,
SKU01473,176,125,38,3,2025-12-25,,
SKU01476,121,43,21,1,2025-11-19,,
SKU01477,68,40,11,1,2025-12-23,,
SKU01479,330,239,80,3,2025-12-29,,
SKU01480,48,60,29,1,2025-12-13,,
SKU01481,273,239,86,4,2025-12-14,,
SKU01483,297,150,47,2,2025-12-29,,
SKU01484,6,100,41,1,2025-12-25,,
SKU01485,0,1043,378,19,2025-10-11,,
SKU01486,164,136,49,2,2025-11-27,,
SKU01487,76,47,20,1,2025-12-09,,
SKU01488,127,49,16,2,2025-12-18,,
SKU01489,56,74,16,1,2025-11-14,,
SKU01490,211,74,30,1,2025-12-18,,
SKU01491,137,81,18,1,2025-11-09,,
SKU01492,504,281,81,4,2025-12-18,,
SKU01493,185,208,64,3,2025-12-07,,
SKU01494,623,394,146,6,2025-12-28,,
SKU01495,6202,1397,473,26,2025-09-02,,
SKU01496,281,98,38,1,2025-12-09,,
SKU01498,196,124,35,2,2025-12-26,,
SKU01499,0,43,9,1,2025-12-17,,
SKU01500,102,48,21,1,2025-11-12,,
SKU01501,164,83,33,2,2025-12-07,,
SKU01502,352,148,46,2,2025-12-30,,
SKU01503,61,96,45,1,2025-11-28,,
SKU01504,22,51,20,1,2025-11-16,,
SKU01505,237,80,39,1,2025-11-30,,
SKU01506,254,248,92,3,2025-12-14,,
SKU01507,108,1518,523,24,2025-11-24,,
SKU01508,167,95,26,2,2025-12-06,,
SKU01509,168,86,25,2,2025-12-02,,
SKU01510,67,38,15,1,2025-12-06,,
SKU01512,395,234,97,4,2025-12-26,,
SKU01513,96,223,96,3,2025-12-28,,
SKU01514,509,257,91,4,2025-12-17,,
SKU01515,237,183,64,3,2025-12-14,,
SKU01516,386,247,65,4,2025-12-19,,
SKU01517,110,140,47,2,2025-12-11,,
SKU01518,575,357,103,5,2025-12-14,,
SKU01519,536,347,110,5,2025-12-23,,
SKU01520,277,231,69,4,2025-12-16,,
SKU01521,210,196,61,2,2025-12-16,,
SKU01523,254,111,36,2,2025-12-23,,
SKU01524,188,127,47,3,2025-12-28,,
SKU01525,40,27,12,1,2025-12-25,,
SKU01526,299,138,38,2,2025-11-07,,
SKU01528,105,70,31,1,2025-11-19,,
SKU01529,349,224,82,5,2025-12-11,,
SKU01530,91,53,12,1,2025-12-16,,
SKU01531,92,92,43,2,2025-12-09,,
SKU01532,28,24,7,1,2025-11-17,,
SKU01533,185,244,87,4,2025-12-12,,
SKU01534,495,172,45,2,2025-12-29,,
SKU01535,154,81,35,1,2025-12-08,,
SKU01536,257,145,51,2,2025-12-17,,
SKU01537,13,61,29,1,2025-12-06,,
SKU01538,8929,1892,660,29,2025-09-02,,
SKU01539,130,122,47,2,2025-12-17,,
SKU01540,201,108,27,2,2025-11-16,,
SKU01542,9288,1985,666,30,2025-09-01,,
SKU01543,360,248,83,4,2025-12-31,,
SKU01544,64,42,15,2,2025-12-19,,
SKU01545,409,201,72,3,2025-12-12,,
SKU01546,35,126,40,2,2025-12-27,,
SKU01547,160,1397,480,23,2025-12-08,,
SKU01548,106,131,41,2,2025-12-28,,
SKU01549,317,231,74,4,2025-12-17,,
SKU01550,394,191,51,4,2025-12-30,,
SKU01551,275,141,49,2,2025-12-20,,
SKU01552,140,184,65,2,2025-12-02,,
SKU01553,82,85,22,1,2025-12-27,,
SKU01554,443,279,109,4,2025-12-23,,
SKU01555,11,41,19,1,2025-11-01,,
SKU01557,46,69,24,1,2025-12-22,,
SKU01558,7335,1616,560,24,2025-09-02,,
SKU01560,64,33,10,1,2025-11-03,,
SKU01561,189,165,68,2,2025-12-30,,
SKU01562,81,95,23,2,2025-12-16,,
SKU01564,30,119,27,2,2025-12-30,,
SKU01565,37,52,14,1,2025-12-02,,
SKU01567,7987,1846,633,29,2025-08-24,,
SKU01568,7425,1729,551,27,2025-08-26,,
SKU01569,41,39,18,1,2025-11-13,,
SKU01570,395,202,92,3,2025-12-07,,
SKU01571,160,83,34,2,2025-12-27,,
SKU01572,199,69,14,1,2025-11-26,,
SKU01573,280,242,79,3,2025-12-07,,
SKU01575,254,226,77,4,2025-11-17,,
SKU01576,25,97,47,1,2025-12-30,,
SKU01577,35,88,24,1,2025-12-29,,
SKU01578,0,1559,560,24,2025-10-11,,
SKU01579,52,106,33,2,2025-12-17,,
SKU01580,5140,1130,429,17,2025-08-29,,
SKU01581,212,121,41,2,2025-12-30,,
SKU01582,7626,1681,583,27,2025-08-28,,
SKU01584,0,23,6,1,2025-12-10,,
SKU01585,261,135,43,2,2025-12-07,,
SKU01586,187,74,26,2,2025-12-24,,
SKU01587,266,133,42,2,2025-12-23,,
SKU01589,462,257,90,3,2025-12-20,,
SKU01590,438,399,129,6,2025-12-21,,
SKU01591,75,79,26,2,2025-12-25,,
SKU01592,6806,1434,539,24,2025-08-31,,
SKU01593,230,81,27,1,2025-11-22,,
SKU01595,510,255,93,4,2025-12-20,,
SKU01596,311,254,102,5,2025-11-30,,
SKU01597,49,34,10,1,2025-11-02,,
SKU01599,426,218,64,3,2025-12-17,,
SKU01600,273,150,52,3,2025-12-15,,
SKU01601,127,81,39,2,2025-12-09,,
SKU01602,493,304,83,4,2025-12-14,,
SKU01604,87,75,24,1,2025-11-22,,
SKU01605,7895,1861,673,30,2025-08-29,,
SKU01606,376,289,114,4,2025-12-24,,
SKU01607,113,72,27,1,2025-11-27,,
SKU01608,416,226,79,4,2025-11-27,,
SKU01609,512,269,94,3,2025-11-23,,
SKU01610,264,120,28,3,2025-11-29,,
SKU01611,376,158,41,2,2025-11-18,,
SKU01612,52,36,13,1,2025-12-23,,
SKU01613,83,161,58,4,2025-12-19,,
SKU01614,107,40,15,1,2025-12-29,,
SKU01615,5,58,25,1,2025-11-21,,
SKU01616,102,54,22,2,2025-12-21,,
SKU01617,194,264,90,3,2025-12-05,,
SKU01618,233,82,23,1,2025-12-09,,
SKU01619,315,239,73,3,2025-12-26,,
SKU01620,132,94,24,2,2025-12-09,,
SKU01621,356,227,71,3,2025-11-17,,
SKU01623,335,122,44,2,2025-12-18,,
SKU01624,335,187,62,4,2025-12-07,,
SKU01625,209,81,32,2,2025-12-26,,
SKU01626,158,96,40,2,2025-12-20,,
SKU01627,5,23,5,1,2025-12-16,,
SKU01628,179,142,48,2,2025-12-30,,
SKU01629,686,305,106,4,2025-12-14,,
SKU01630,107,112,54,2,2025-12-05,,
SKU01631,236,111,40,2,2025-12-09,,
SKU01632,199,213,79,3,2025-12-28,,
SKU01633,301,199,74,3,2025-11-13,,
SKU01634,313,129,34,2,2025-12-09,,
SKU01635,151,112,43,2,2025-12-16,,
SKU01636,77,87,23,1,2025-12-21,,
SKU01637,329,235,95,4,2025-12-28,,
SKU01638,279,111,28,2,2025-11-14,,
SKU01639,427,185,55,3,2025-12-15,,
SKU01640,81,31,10,1,2025-11-27,,
SKU01641,41,22,8,1,2025-11-20,,
SKU01642,163,185,75,3,2025-12-17,,
SKU01643,5104,1298,469,22,2025-11-07,,
SKU01644,408,212,65,4,2025-11-22,,
SKU01645,7608,1714,599,25,2025-09-01,,
SKU01646,450,274,96,3,2025-11-21,,
SKU01647,280,112,50,2,2025-12-01,,
SKU01648,198,81,28,1,2025-12-21,,
SKU01649,8969,1961,671,29,2025-09-01,,
SKU01650,525,284,103,5,2025-12-30,,
SKU01651,7395,1560,522,27,2025-08-31,,
SKU01652,47,102,42,2,2025-12-02,,
SKU01653,167,80,33,2,2025-12-12,,
SKU01655,135,76,17,1,2025-12-21,,
SKU01656,61,50,15,1,2025-12-03,,
SKU01657,282,173,53,3,2025-11-19,,
SKU01659,393,234,69,5,2025-12-31,,
SKU01660,228,163,50,2,2025-12-19,,
SKU01662,0,1174,370,19,2025-10-11,,
SKU01663,70,95,38,2,2025-12-07,,
SKU01665,186,140,55,2,2025-12-15,,
SKU01666,242,121,47,2,2025-11-28,,
SKU01667,600,257,71,3,2025-12-21,,
SKU01668,182,237,80,4,2025-12-29,,
SKU01669,225,122,41,2,2025-12-14,,
SKU01670,110,97,27,1,2025-11-19,,
SKU01671,255,219,92,4,2025-12-26,,
SKU01672,351,172,69,3,2025-12-06,,
SKU01673,85,53,19,1,2025-12-01,,
SKU01674,6655,1477,497,27,2025-08-23,,
SKU01675,7287,1688,563,29,2025-11-30,,
SKU01676,87,40,8,1,2025-11-03,,
SKU01677,189,1398,498,20,2025-12-24,,
SKU01678,7978,1793,624,27,2025-11-24,,
SKU01679,279,166,65,3,2025-11-15,,
SKU01681,76,158,54,3,2025-12-20,,
SKU01682,336,235,72,4,2025-12-05,,
SKU01683,249,85,34,1,2025-12-25,,
SKU01684,5803,1278,462,25,2025-09-02,,
SKU01685,202,1201,417,24,2025-12-16,,
SKU01686,38,41,13,1,2025-12-21,,
SKU01687,554,242,99,4,2025-12-21,,
SKU01688,17,54,16,2,2025-12-30,,
SKU01689,422,241,102,3,2025-12-22,,
SKU01690,187,112,30,2,2025-12-20,,
SKU01691,240,116,37,2,2025-11-21,,
SKU01692,82,63,19,2,2025-11-29,,
SKU01693,361,204,55,3,2025-11-29,,
SKU01694,209,81,18,1,2025-11-27,,
SKU01695,318,287,107,5,2025-12-29,,
SKU01696,8196,1848,649,30,2025-08-23,,
SKU01697,185,110,34,3,2025-12-24,,
SKU01698,83,120,29,2,2025-11-30,,
SKU01699,162,174,61,2,2025-12-26,,
SKU01700,92,63,29,1,2025-12-19,,
SKU01701,132,131,57,2,2025-12-29,,
SKU01702,202,196,81,3,2025-11-13,,
SKU01704,465,186,66,2,2025-12-15,,
SKU01705,89,94,23,1,2025-12-11,,
SKU01706,156,73,29,1,2025-12-24,,
SKU01707,71,25,12,1,2025-11-26,,
SKU01708,376,172,71,3,2025-12-24,,
SKU01710,56,22,10,1,2025-12-31,,
SKU01712,329,187,66,3,2025-12-21,,
SKU01713,168,166,42,3,2025-12-28,,
SKU01714,99,119,34,2,2025-12-15,,
SKU01715,333,186,75,2,2025-12-23,,
SKU01716,349,203,70,3,2025-12-29,,
SKU01717,5126,1161,429,20,2025-08-31,,
SKU01718,67,144,45,2,2025-12-28,,
SKU01719,287,97,33,1,2025-11-23,,
SKU01720,188,127,42,2,2025-12-20,,
SKU01721,82,87,28,1,2025-11-21,,
SKU01722,72,25,8,1,2025-11-01,,
SKU01723,254,107,38,2,2025-11-24,,
SKU01724,91,34,10,1,2025-11-17,,
SKU01725,148,147,46,3,2025-12-29,,
SKU01726,151,68,26,2,2025-12-20,,
SKU01727,132,64,19,1,2025-11-09,,
SKU01728,91,101,35,2,2025-12-16,,
SKU01729,486,227,87,4,2025-11-28,,
SKU01730,131,88,27,2,2025-11-12,,
SKU01731,102,50,24,1,2025-11-17,,
SKU01732,216,196,68,3,2025-12-23,,
SKU01733,4161,964,350,17,2025-09-01,,
SKU01734,462,221,91,4,2025-12-18,,
SKU01735,331,129,47,2,2025-12-15,,
SKU01736,6,97,39,2,2025-11-12,,
SKU01738,96,64,24,1,2025-12-14,,
SKU01739,158,99,49,1,2025-12-04,,
SKU01740,146,109,45,2,2025-12-15,,
SKU01741,220,128,58,2,2025-12-17,,
SKU01742,128,87,32,2,2025-12-22,,
SKU01743,221,84,23,1,2025-12-01,,
SKU01744,152,91,24,2,2025-12-23,,
SKU01745,183,176,69,3,2025-11-30,,
SKU01746,369,185,47,3,2025-12-30,,
SKU01747,262,144,52,2,2025-11-26,,
SKU01748,361,184,61,3,2025-12-23,,
SKU01750,115,56,17,1,2025-11-10,,
SKU01751,170,1522,500,25,2025-11-20,,
SKU01752,107,184,66,2,2025-12-25,,
SKU01753,96,40,11,1,2025-12-21,,
SKU01754,7380,1605,580,29,2025-09-01,,
SKU01755,187,98,37,1,2025-11-23,,
SKU01756,872,408,159,6,2025-12-24,,
SKU01757,226,218,69,3,2025-12-13,,
SKU01758,112,65,30,1,2025-11-06,,
SKU01759,1,31,6,1,2025-12-05,,
SKU01760,117,119,46,2,2025-12-03,,
SKU01761,67,99,40,1,2025-12-04,,
SKU01762,6160,1394,533,24,2025-08-20,,
SKU01764,322,114,47,2,2025-11-16,,
SKU01766,7282,1824,663,28,2025-09-01,,
SKU01767,109,60,12,1,2025-12-16,,
SKU01768,157,75,24,2,2025-12-05,,
SKU01769,246,107,50,2,2025-11-29,,
SKU01770,8470,1909,641,30,2025-09-02,,
SKU01771,91,90,27,2,2025-12-17,,
SKU01772,266,136,55,2,2025-12-25,,
SKU01773,39,85,37,2,2025-11-24,,
SKU01774,240,144,45,3,2025-12-17,,
SKU01775,38,1332,486,22,2025-11-12,,
SKU01776,362,152,60,2,2025-12-24,,
SKU01777,175,196,69,4,2025-12-27,,
SKU01778,201,133,45,2,2025-11-17,,
SKU01779,216,73,18,1,2025-11-25,,
SKU01781,7425,1580,555,30,2025-08-30,,
SKU01782,169,99,25,1,2025-11-18,,
SKU01783,143,115,52,2,2025-11-25,,
SKU01784,0,943,328,19,2025-10-11,,
SKU01785,87,90,20,1,2025-11-08,,
SKU01786,160,232,97,4,2025-12-19,,
SKU01788,165,88,38,2,2025-11-29,,
SKU01790,5176,1228,453,18,2025-08-30,,
SKU01791,98,131,38,2,2025-11-05,,
SKU01792,8073,1705,573,29,2025-08-20,,
SKU01793,337,296,107,4,2025-12-18,,
SKU01794,74,88,31,1,2025-11-10,,
SKU01795,14,61,23,1,2025-12-17,,
SKU01796,73,47,12,1,2025-12-24,,
SKU01797,194,92,26,2,2025-12-26,,
SKU01798,221,110,30,2,2025-12-11,,
SKU01799,41,77,27,2,2025-12-11,,
SKU01800,45,64,26,1,2025-12-15,,
SKU01801,112,83,30,2,2025-12-19,,
SKU01802,261,174,49,3,2025-12-21,,
SKU01803,7382,1759,634,29,2025-08-30,,
SKU01804,233,171,55,4,2025-12-06,,
SKU01805,8896,1896,681,27,2025-09-01,,
SKU01807,86,37,10,1,2025-12-03,,
SKU01808,399,233,94,4,2025-12-04,,
SKU01809,1,44,18,1,2025-12-15,,
SKU01810,220,175,60,2,2025-12-19,,
SKU01811,65,49,20,1,2025-12-28,,
SKU01812,63,89,41,2,2025-11-11,,
SKU01814,61,73,27,2,2025-12-09,,
SKU01815,44,91,24,2,2025-12-30,,
SKU01816,54,22,10,1,2025-12-19,,
SKU01817,436,215,58,3,2025-12-31,,
SKU01818,7039,1568,523,27,2025-09-02,,
SKU01819,245,221,90,3,2025-12-13,,
SKU01820,335,151,57,2,2025-12-30,,
SKU01821,87,61,23,1,2025-11-04,,
SKU01822,8786,1891,706,29,2025-08-28,,
SKU01823,216,139,58,2,2025-12-06,,
SKU01824,164,59,12,1,2025-12-24,,
SKU01825,187,141,48,3,2025-12-20,,
SKU01826,43,37,11,1,2025-12-18,,
SKU01827,7618,1704,582,28,2025-08-27,,
SKU01828,5492,1242,431,19,2025-12-01,,
SKU01829,145,112,52,2,2025-12-31,,
SKU01830,6825,1438,522,25,2025-08-31,,
SKU01831,2,43,12,1,2025-11-29,,
SKU01832,313,124,45,2,2025-11-17,,
SKU01833,221,118,40,3,2025-12-26,,
SKU01834,8446,1873,643,30,2025-09-02,,
SKU01835,244,165,50,3,2025-12-08,,
SKU01836,126,67,26,2,2025-12-29,,
SKU01837,120,126,44,2,2025-12-03,,
SKU01838,374,164,67,2,2025-12-17,,
SKU01839,34,67,19,1,2025-11-15,,
SKU01840,344,163,50,2,2025-12-31,,
SKU01841,356,229,101,4,2025-12-20,,
SKU01842,72,173,67,2,2025-11-02,,
SKU01844,229,207,75,3,2025-12-09,,
SKU01845,198,90,33,2,2025-12-30,,
SKU01846,290,210,59,4,2025-12-25,,
SKU01847,92,45,15,1,2025-12-23,,
SKU01848,59,98,37,1,2025-11-20,,
SKU01849,201,216,74,3,2025-12-14,,
SKU01850,41,64,13,1,2025-11-12,,
SKU01851,5036,1128,399,20,2025-08-22,,
SKU01853,27,40,17,1,2025-12-29,,
SKU01854,8415,1880,684,30,2025-09-01,,
SKU01855,26,52,16,1,2025-12-24,,
SKU01856,295,161,41,3,2025-12-30,,
SKU01857,5219,1201,439,21,2025-12-04,,
SKU01858,98,62,16,2,2025-12-08,,
SKU01859,421,213,101,3,2025-12-09,,
SKU01860,28,67,33,1,2025-11-11,,
SKU01861,417,242,103,4,2025-12-25,,
SKU01862,402,259,103,5,2025-12-29,,
SKU01863,5913,1353,501,25,2025-08-28,,
SKU01864,130,59,27,1,2025-12-09,,
SKU01865,359,225,89,4,2025-12-31,,
SKU01867,409,153,51,2,2025-12-16,,
SKU01868,274,127,55,2,2025-12-08,,
SKU01869,286,149,51,3,2025-12-28,,
SKU01870,152,94,26,1,2025-12-18,,
SKU01871,40,95,19,1,2025-11-27,,
SKU01872,157,91,36,2,2025-12-27,,
SKU01874,6606,1434,523,27,2025-09-02,,
SKU01875,370,168,73,4,2025-12-05,,
SKU01876,95,83,38,2,2025-12-02,,
SKU01877,3622,856,254,17,2025-12-08,,
SKU01878,118,153,50,2,2025-12-22,,
SKU01879,447,178,67,2,2025-12-09,,
SKU01880,7026,1522,543,26,2025-08-28,,
SKU01881,295,122,33,2,2025-12-22,,
SKU01882,130,120,30,2,2025-12-21,,
SKU01883,305,146,57,2,2025-12-23,,
SKU01884,395,243,106,3,2025-12-10,,
SKU01885,193,224,77,5,2025-12-27,,
SKU01886,96,66,22,2,2025-12-31,,
SKU01887,192,137,52,3,2025-12-28,,
SKU01888,179,248,79,4,2025-12-24,,
